,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,282964000.0,121022000.0,412492000.0,85045000.0,437887000.0,
Repurchase Of Capital Stock,-155157000.0,-223385000.0,-250166000.0,-182601000.0,-95903000.0,
Repayment Of Debt,-9435000.0,-9113000.0,-168486000.0,-2088840000.0,-318770000.0,
Issuance Of Debt,-57853000.0,152454000.0,0.0,2198210000.0,0.0,
Issuance Of Capital Stock,4479000.0,3658000.0,4206000.0,3637000.0,3986000.0,
Capital Expenditure,-266014000.0,-239026000.0,-245945000.0,-247932000.0,-241394000.0,
Interest Paid Supplemental Data,49730000.0,27718000.0,23896000.0,48476000.0,47786000.0,
Income Tax Paid Supplemental Data,246148000.0,5638000.0,88455000.0,105476000.0,128828000.0,
End Cash Position,241400000.0,223726000.0,224752000.0,204597000.0,223819000.0,
Beginning Cash Position,223726000.0,224752000.0,204597000.0,223819000.0,206800000.0,
Effect Of Exchange Rate Changes,2286000.0,1645000.0,-3529000.0,3088000.0,100000.0,
Changes In Cash,15388000.0,-2671000.0,23684000.0,-22310000.0,16919000.0,
Financing Cash Flow,-227651000.0,-91420000.0,-426760000.0,-89650000.0,-419520000.0,
Cash Flow From Continuing Financing Activities,-227651000.0,-91420000.0,-426760000.0,-89650000.0,-419520000.0,
Net Other Financing Charges,3215000.0,-1500000.0,730000.0,-6760000.0,4572000.0,
Cash Dividends Paid,-12900000.0,-13534000.0,-13044000.0,-13296000.0,-13405000.0,
Common Stock Dividend Paid,-12900000.0,-13534000.0,-13044000.0,-13296000.0,-13405000.0,
Net Common Stock Issuance,-150678000.0,-219727000.0,-245960000.0,-178964000.0,-91917000.0,
Common Stock Payments,-155157000.0,-223385000.0,-250166000.0,-182601000.0,-95903000.0,
Common Stock Issuance,4479000.0,3658000.0,4206000.0,3637000.0,3986000.0,
Net Issuance Payments Of Debt,-67288000.0,143341000.0,-168486000.0,109370000.0,-318770000.0,
Net Long Term Debt Issuance,-67288000.0,143341000.0,-168486000.0,109370000.0,-318770000.0,
Long Term Debt Payments,-9435000.0,-9113000.0,-168486000.0,-2088840000.0,-318770000.0,
Long Term Debt Issuance,-57853000.0,152454000.0,0.0,2198210000.0,0.0,
Investing Cash Flow,-305939000.0,-271299000.0,-207993000.0,-265637000.0,-242842000.0,
Cash Flow From Continuing Investing Activities,-305939000.0,-271299000.0,-207993000.0,-265637000.0,-242842000.0,
Net Other Investing Changes,,,8344000.0,24595000.0,196000.0,5428000.0
Net Investment Purchase And Sale,-42707000.0,-23695000.0,48527000.0,-42497000.0,-1489000.0,
Net Business Purchase And Sale,264000.0,-8578000.0,-18919000.0,197000.0,-155000.0,
Sale Of Business,,,79000.0,1000.0,41000.0,155000.0
Purchase Of Business,264000.0,-8578000.0,-18998000.0,0.0,0.0,
Net PPE Purchase And Sale,-266014000.0,-239026000.0,-245945000.0,-247932000.0,-241394000.0,
Purchase Of PPE,-266014000.0,-239026000.0,-245945000.0,-247932000.0,-241394000.0,
Operating Cash Flow,548978000.0,360048000.0,658437000.0,332977000.0,679281000.0,
Cash Flow From Continuing Operating Activities,548978000.0,360048000.0,658437000.0,332977000.0,679281000.0,
Change In Working Capital,71493000.0,-110815000.0,223223000.0,-54073000.0,241998000.0,
Change In Other Working Capital,80480000.0,-39013000.0,56647000.0,-26902000.0,78357000.0,
Change In Other Current Assets,-21915000.0,-489000.0,-6542000.0,-2591000.0,17277000.0,
Change In Payables And Accrued Expense,-112810000.0,147061000.0,117466000.0,29891000.0,5744000.0,
Change In Accrued Expense,31744000.0,58420000.0,93866000.0,67810000.0,50967000.0,
Change In Interest Payable,-15618000.0,11086000.0,14576000.0,-5072000.0,-143000.0,
Change In Payable,-144554000.0,88641000.0,23600000.0,-37919000.0,-45223000.0,
Change In Tax Payable,-144554000.0,88641000.0,23600000.0,-37919000.0,-45223000.0,
Change In Income Tax Payable,-144554000.0,88641000.0,23600000.0,-37919000.0,-45223000.0,
Change In Receivables,125738000.0,-218374000.0,55652000.0,-54471000.0,140620000.0,
Changes In Account Receivables,125738000.0,-218374000.0,55652000.0,-54471000.0,140620000.0,
Other Non Cash Items,-64076000.0,-20705000.0,-70440000.0,-56751000.0,-31059000.0,
Stock Based Compensation,24112000.0,21595000.0,26622000.0,26565000.0,26532000.0,
Depreciation Amortization Depletion,152004000.0,148345000.0,146781000.0,149567000.0,147480000.0,
Depreciation And Amortization,152004000.0,148345000.0,146781000.0,149567000.0,147480000.0,
Operating Gains Losses,,,-4796000.0,1759000.0,0.0,-3725000.0
Net Income From Continuing Operations,362612000.0,321628000.0,337047000.0,265910000.0,294330000.0,
