,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1087611000.0,-118922000.0,604563000.0,355010000.0,496825000.0,
Repurchase Of Capital Stock,-32159000.0,-58718000.0,-248750000.0,-92174000.0,-658241000.0,
Repayment Of Debt,-2286285000.0,-3169285000.0,-2441712000.0,-3005028000.0,-2004350000.0,
Issuance Of Debt,2230000000.0,3350000000.0,2831000000.0,3419000000.0,2571000000.0,
Issuance Of Capital Stock,23883000.0,32079000.0,243556000.0,84427000.0,9403000.0,
Capital Expenditure,-52636000.0,-44771000.0,-44109000.0,-45778000.0,-44096000.0,
Interest Paid Supplemental Data,119774000.0,119022000.0,126294000.0,131892000.0,122139000.0,
Income Tax Paid Supplemental Data,147242000.0,114745000.0,109480000.0,79226000.0,146408000.0,
End Cash Position,5531358000.0,4383423000.0,4456345000.0,4155011000.0,3547296000.0,
Beginning Cash Position,4383423000.0,4456345000.0,4155011000.0,3547296000.0,3202676000.0,
Effect Of Exchange Rate Changes,110352000.0,42850000.0,-146853000.0,23079000.0,-71345000.0,
Changes In Cash,1037583000.0,-115772000.0,448187000.0,584636000.0,415965000.0,
Financing Cash Flow,-63942000.0,142297000.0,228753000.0,415474000.0,-80687000.0,
Cash Flow From Continuing Financing Activities,-63942000.0,142297000.0,228753000.0,415474000.0,-80687000.0,
Net Other Financing Charges,619000.0,-11779000.0,-14628000.0,9249000.0,1501000.0,
Net Common Stock Issuance,-8276000.0,-26639000.0,-5194000.0,-7747000.0,-648838000.0,
Common Stock Payments,-32159000.0,-58718000.0,-248750000.0,-92174000.0,-658241000.0,
Common Stock Issuance,23883000.0,32079000.0,243556000.0,84427000.0,9403000.0,
Net Issuance Payments Of Debt,-56285000.0,180715000.0,248575000.0,413972000.0,566650000.0,
Net Short Term Debt Issuance,,146000000.0,-147713000.0,-95000000.0,-12000000.0,114000000.0
Short Term Debt Issuance,,146000000.0,,-95000000.0,-12000000.0,114000000.0
Net Long Term Debt Issuance,89715000.0,34715000.0,396288000.0,406972000.0,680650000.0,
Long Term Debt Payments,-2286285000.0,-3169285000.0,-2441712000.0,-3005028000.0,-2004350000.0,
Long Term Debt Issuance,2376000000.0,3204000000.0,2838000000.0,3412000000.0,2685000000.0,
Investing Cash Flow,-38722000.0,-183918000.0,-429238000.0,-231626000.0,-44269000.0,
Cash Flow From Continuing Investing Activities,-38722000.0,-183918000.0,-429238000.0,-231626000.0,-44269000.0,
Net Other Investing Changes,0.0,14572000.0,5570000.0,0.0,3373000.0,
Net Business Purchase And Sale,-929000.0,-153719000.0,-390699000.0,-185848000.0,-3546000.0,
Sale Of Business,,,185506000.0,,,
Purchase Of Business,-929000.0,-153719000.0,-576205000.0,-185848000.0,-3546000.0,
Net PPE Purchase And Sale,-52636000.0,-44771000.0,-44109000.0,-45778000.0,-44096000.0,
Purchase Of PPE,-52636000.0,-44771000.0,-44109000.0,-45778000.0,-44096000.0,
Operating Cash Flow,1140247000.0,-74151000.0,648672000.0,400788000.0,540921000.0,
Cash Flow From Continuing Operating Activities,1140247000.0,-74151000.0,648672000.0,400788000.0,540921000.0,
Change In Working Capital,728052000.0,-455082000.0,326994000.0,-19602000.0,157963000.0,
Change In Other Working Capital,-54217000.0,10442000.0,-2337000.0,-18301000.0,3772000.0,
Change In Other Current Assets,19912000.0,991000.0,-14815000.0,939000.0,3708000.0,
Change In Payables And Accrued Expense,945000000.0,126400000.0,-125682000.0,61086000.0,329274000.0,
Change In Payable,,126400000.0,,,,398544000.0
Change In Account Payable,,126400000.0,,,,398544000.0
Change In Prepaid Assets,-7931000.0,-27266000.0,62110000.0,24039000.0,-64396000.0,
Change In Receivables,-174712000.0,-565649000.0,407718000.0,-87365000.0,-114395000.0,
Other Non Cash Items,-6086000.0,2228000.0,2574000.0,2270000.0,2024000.0,
Stock Based Compensation,28868000.0,18366000.0,36131000.0,28506000.0,27108000.0,
Provisionand Write Offof Assets,31501000.0,30661000.0,21572000.0,28076000.0,28143000.0,
Deferred Tax,-17516000.0,-7983000.0,-45733000.0,-9310000.0,-10322000.0,
Deferred Income Tax,-17516000.0,-7983000.0,-45733000.0,-9310000.0,-10322000.0,
Depreciation Amortization Depletion,91350000.0,92188000.0,92440000.0,89546000.0,84342000.0,
Depreciation And Amortization,91350000.0,92188000.0,92440000.0,89546000.0,84342000.0,
Amortization Cash Flow,61569000.0,63792000.0,61236000.0,59087000.0,54830000.0,
Amortization Of Intangibles,61569000.0,63792000.0,61236000.0,59087000.0,54830000.0,
Depreciation,29781000.0,28396000.0,31204000.0,30459000.0,29512000.0,
Operating Gains Losses,0.0,1596000.0,-121310000.0,5243000.0,-36000.0,
Gain Loss On Investment Securities,,,,,-36000.0,-167000.0
Gain Loss On Sale Of Business,,,-121310000.0,,,
Net Income From Continuing Operations,284078000.0,243875000.0,246004000.0,276262000.0,251663000.0,
