,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,813000000.0,377000000.0,396000000.0,577000000.0,487000000.0
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,-12000000.0
Repayment Of Debt,-4071000000.0,-5163000000.0,-7251000000.0,-1867000000.0,-4182000000.0
Issuance Of Debt,4142000000.0,4993000000.0,13664000000.0,1734000000.0,4768000000.0
Capital Expenditure,-732000000.0,-831000000.0,-1115000000.0,-781000000.0,-667000000.0
End Cash Position,552000000.0,331000000.0,487000000.0,687000000.0,246000000.0
Beginning Cash Position,331000000.0,487000000.0,687000000.0,246000000.0,425000000.0
Effect Of Exchange Rate Changes,7000000.0,1000000.0,-7000000.0,2000000.0,-2000000.0
Changes In Cash,214000000.0,-157000000.0,-193000000.0,439000000.0,-177000000.0
Financing Cash Flow,-245000000.0,-536000000.0,6058000000.0,-439000000.0,273000000.0
Cash Flow From Continuing Financing Activities,-245000000.0,-536000000.0,6058000000.0,-439000000.0,273000000.0
Net Other Financing Charges,-8000000.0,-55000000.0,-65000000.0,-11000000.0,-4000000.0
Proceeds From Stock Option Exercised,25000000.0,25000000.0,11000000.0,6000000.0,4000000.0
Cash Dividends Paid,-333000000.0,-336000000.0,-301000000.0,-301000000.0,-301000000.0
Common Stock Dividend Paid,-333000000.0,-336000000.0,-301000000.0,-301000000.0,-301000000.0
Net Common Stock Issuance,0.0,0.0,0.0,0.0,-12000000.0
Common Stock Payments,0.0,0.0,0.0,0.0,-12000000.0
Net Issuance Payments Of Debt,71000000.0,-170000000.0,6413000000.0,-133000000.0,586000000.0
Net Long Term Debt Issuance,71000000.0,-170000000.0,6413000000.0,-133000000.0,586000000.0
Long Term Debt Payments,-4071000000.0,-5163000000.0,-7251000000.0,-1867000000.0,-4182000000.0
Long Term Debt Issuance,4142000000.0,4993000000.0,13664000000.0,1734000000.0,4768000000.0
Investing Cash Flow,-1086000000.0,-829000000.0,-7762000000.0,-480000000.0,-1604000000.0
Cash Flow From Continuing Investing Activities,-1086000000.0,-829000000.0,-7762000000.0,-480000000.0,-1604000000.0
Net Other Investing Changes,4000000.0,-93000000.0,0.0,799000000.0,-748000000.0
Net Business Purchase And Sale,-358000000.0,95000000.0,-6647000000.0,-498000000.0,-189000000.0
Sale Of Business,5000000.0,98000000.0,59000000.0,41000000.0,43000000.0
Purchase Of Business,-363000000.0,-3000000.0,-6706000000.0,-539000000.0,-232000000.0
Capital Expenditure Reported,-732000000.0,-831000000.0,-1115000000.0,-781000000.0,-667000000.0
Operating Cash Flow,1545000000.0,1208000000.0,1511000000.0,1358000000.0,1154000000.0
Cash Flow From Continuing Operating Activities,1545000000.0,1208000000.0,1511000000.0,1358000000.0,1154000000.0
Change In Working Capital,-30000000.0,-237000000.0,123000000.0,-65000000.0,-98000000.0
Change In Other Working Capital,-104000000.0,29000000.0,-85000000.0,-48000000.0,-64000000.0
Change In Other Current Assets,119000000.0,-30000000.0,159000000.0,22000000.0,82000000.0
Change In Payables And Accrued Expense,329000000.0,-287000000.0,132000000.0,64000000.0,187000000.0
Change In Receivables,-374000000.0,51000000.0,-83000000.0,-103000000.0,-303000000.0
Other Non Cash Items,36000000.0,35000000.0,34000000.0,33000000.0,33000000.0
Stock Based Compensation,41000000.0,51000000.0,34000000.0,27000000.0,27000000.0
Provisionand Write Offof Assets,24000000.0,19000000.0,14000000.0,11000000.0,16000000.0
Deferred Tax,20000000.0,59000000.0,59000000.0,51000000.0,-43000000.0
Deferred Income Tax,20000000.0,59000000.0,59000000.0,51000000.0,-43000000.0
Depreciation Amortization Depletion,708000000.0,656000000.0,652000000.0,558000000.0,543000000.0
Depletion,220000000.0,183000000.0,215000000.0,203000000.0,201000000.0
Depreciation And Amortization,488000000.0,473000000.0,437000000.0,355000000.0,342000000.0
Amortization Cash Flow,102000000.0,102000000.0,88000000.0,32000000.0,30000000.0
Amortization Of Intangibles,102000000.0,102000000.0,88000000.0,32000000.0,30000000.0
Depreciation,386000000.0,371000000.0,349000000.0,323000000.0,312000000.0
Operating Gains Losses,19000000.0,-12000000.0,-3000000.0,-17000000.0,-4000000.0
Earnings Losses From Equity Investments,-2000000.0,-5000000.0,0.0,-1000000.0,-22000000.0
Gain Loss On Sale Of Business,24000000.0,2000000.0,20000000.0,6000000.0,58000000.0
Net Income From Continuing Operations,727000000.0,637000000.0,598000000.0,760000000.0,680000000.0
