,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,890938778.0,888250332.0,888232174.0,887448993.0,887439098.0,
Share Issued,890938778.0,888250332.0,888232174.0,887448993.0,887439098.0,
Net Debt,33750983000.0,31899453000.0,35030159000.0,35195690000.0,34120447000.0,
Total Debt,52484127000.0,50791272000.0,50816440000.0,50549701000.0,50184888000.0,
Tangible Book Value,17197924000.0,16703358000.0,15631564000.0,16010856000.0,14056915000.0,
Invested Capital,77251028000.0,74812937000.0,73560220000.0,73739160000.0,71333728000.0,
Working Capital,93362192000.0,170363536000.0,165674333000.0,167930013000.0,162158995000.0,
Net Tangible Assets,19741328000.0,19246762000.0,15631564000.0,16010856000.0,14056915000.0,
Capital Lease Obligations,908924000.0,904918000.0,907788000.0,894226000.0,524263000.0,
Common Stock Equity,25675825000.0,24926583000.0,23651568000.0,24083685000.0,21673103000.0,
Preferred Stock Equity,2543404000.0,2543404000.0,,,,
Total Capitalization,79794432000.0,77356341000.0,73560220000.0,73739160000.0,71333728000.0,
Total Equity Gross Minority Interest,70968445000.0,68956932000.0,61984692000.0,61798610000.0,58529967000.0,
Minority Interest,42749216000.0,41486945000.0,38333124000.0,37714925000.0,36856864000.0,
Stockholders Equity,28219229000.0,27469987000.0,23651568000.0,24083685000.0,21673103000.0,
Gains Losses Not Affecting Retained Earnings,-5221973000.0,-5636342000.0,-7046545000.0,-5504575000.0,-7336261000.0,
Other Equity Adjustments,-5221973000.0,-5636342000.0,-7046545000.0,-5504575000.0,-7336261000.0,
Retained Earnings,12248728000.0,11941148000.0,12282513000.0,11312398000.0,10867154000.0,
Additional Paid In Capital,18640161000.0,18612895000.0,18406718000.0,18266988000.0,18133336000.0,
Capital Stock,2552313000.0,2552286000.0,8882000.0,8874000.0,8874000.0,
Common Stock,8909000.0,8882000.0,8882000.0,8874000.0,8874000.0,
Preferred Stock,2543404000.0,2543404000.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,309899128000.0,303415987000.0,298114719000.0,298857266000.0,289939212000.0,
Total Non Current Liabilities Net Minority Interest,255020240000.0,248583933000.0,245040265000.0,244175426000.0,237706423000.0,
Other Non Current Liabilities,197295874000.0,193938933000.0,190732240000.0,189761670000.0,184146491000.0,
Derivative Product Liabilities,1959221000.0,669311000.0,520526000.0,771161000.0,530472000.0,
Employee Benefits,299290000.0,217614000.0,130717000.0,384923000.0,276304000.0,
Non Current Deferred Liabilities,2981728000.0,2966803000.0,2840342000.0,2707971000.0,2568268000.0,
Non Current Deferred Taxes Liabilities,2981728000.0,2966803000.0,2840342000.0,2707971000.0,2568268000.0,
Long Term Debt And Capital Lease Obligation,52484127000.0,50791272000.0,50816440000.0,50549701000.0,50184888000.0,
Long Term Capital Lease Obligation,908924000.0,904918000.0,907788000.0,894226000.0,524263000.0,
Long Term Debt,51575203000.0,49886354000.0,49908652000.0,49655475000.0,49660625000.0,
Current Liabilities,54878888000.0,54832054000.0,53074454000.0,54681840000.0,52232789000.0,
Line Of Credit,0.0,,0.0,0.0,0.0,0.0
