,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,2187000000.0,4262000000.0,4611000000.0,4169000000.0,3490000000.0
Repurchase Of Capital Stock,-510000000.0,-1411000000.0,-406000000.0,-774000000.0,-855000000.0
Repayment Of Debt,-420000000.0,-810000000.0,-354000000.0,-160000000.0,-1735000000.0
Issuance Of Debt,892000000.0,1155000000.0,159000000.0,332000000.0,562000000.0
Interest Paid Supplemental Data,283000000.0,224000000.0,287000000.0,223000000.0,296000000.0
Income Tax Paid Supplemental Data,783000000.0,147000000.0,327000000.0,279000000.0,864000000.0
End Cash Position,22178000000.0,21326000000.0,20068000000.0,21765000000.0,20786000000.0
Beginning Cash Position,21326000000.0,20068000000.0,21765000000.0,20786000000.0,19840000000.0
Effect Of Exchange Rate Changes,197000000.0,98000000.0,-425000000.0,118000000.0,1000000.0
Changes In Cash,655000000.0,1160000000.0,-1272000000.0,861000000.0,945000000.0
Financing Cash Flow,1449000000.0,220000000.0,-519000000.0,-1146000000.0,-1205000000.0
Cash Flow From Continuing Financing Activities,1449000000.0,220000000.0,-519000000.0,-1146000000.0,-1205000000.0
Net Other Financing Charges,2251000000.0,1493000000.0,342000000.0,685000000.0,911000000.0
Cash Dividends Paid,-413000000.0,-440000000.0,-410000000.0,-450000000.0,-423000000.0
Preferred Stock Dividend Paid,-31000000.0,-66000000.0,-32000000.0,-67000000.0,-34000000.0
Common Stock Dividend Paid,-382000000.0,-374000000.0,-378000000.0,-383000000.0,-389000000.0
Net Common Stock Issuance,-510000000.0,-1411000000.0,-406000000.0,-774000000.0,-855000000.0
Common Stock Payments,-510000000.0,-1411000000.0,-406000000.0,-774000000.0,-855000000.0
Net Issuance Payments Of Debt,472000000.0,345000000.0,-195000000.0,172000000.0,-1173000000.0
Net Long Term Debt Issuance,472000000.0,345000000.0,-195000000.0,172000000.0,-1173000000.0
Long Term Debt Payments,-420000000.0,-810000000.0,-354000000.0,-160000000.0,-1735000000.0
Long Term Debt Issuance,892000000.0,1155000000.0,159000000.0,332000000.0,562000000.0
Investing Cash Flow,-2981000000.0,-3322000000.0,-5364000000.0,-2162000000.0,-1340000000.0
Cash Flow From Continuing Investing Activities,-2981000000.0,-3322000000.0,-5364000000.0,-2162000000.0,-1340000000.0
Net Other Investing Changes,-23000000.0,-51000000.0,11000000.0,-57000000.0,-113000000.0
Net Investment Purchase And Sale,-3569000000.0,-4376000000.0,-5496000000.0,-2007000000.0,-1787000000.0
Sale Of Investment,17517000000.0,19474000000.0,17025000000.0,17353000000.0,19797000000.0
Purchase Of Investment,-21086000000.0,-23850000000.0,-22521000000.0,-19360000000.0,-21584000000.0
Net Investment Properties Purchase And Sale,-249000000.0,-66000000.0,8000000.0,121000000.0,-377000000.0
Sale Of Investment Properties,24000000.0,48000000.0,191000000.0,264000000.0,155000000.0
Purchase Of Investment Properties,-273000000.0,-114000000.0,-183000000.0,-143000000.0,-532000000.0
Net Business Purchase And Sale,-169000000.0,23000000.0,-270000000.0,-140000000.0,-55000000.0
Sale Of Business,203000000.0,301000000.0,241000000.0,216000000.0,224000000.0
Purchase Of Business,-372000000.0,-278000000.0,-511000000.0,-356000000.0,-279000000.0
Operating Cash Flow,2187000000.0,4262000000.0,4611000000.0,4169000000.0,3490000000.0
