,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-441000000.0,644000000.0,560000000.0,646000000.0,278000000.0,
Repurchase Of Capital Stock,-624000000.0,-615000000.0,-911000000.0,-755000000.0,-1030000000.0,
Repayment Of Debt,-377000000.0,-1241000000.0,0.0,-750000000.0,0.0,
Issuance Of Debt,375000000.0,568000000.0,0.0,441000000.0,0.0,
Issuance Of Capital Stock,,,34000000.0,3000000.0,,
Capital Expenditure,-134000000.0,-143000000.0,-117000000.0,-109000000.0,-89000000.0,
Interest Paid Supplemental Data,87000000.0,45000000.0,85000000.0,48000000.0,83000000.0,
Income Tax Paid Supplemental Data,1094000000.0,26000000.0,82000000.0,202000000.0,408000000.0,
End Cash Position,3231000000.0,4156000000.0,3286000000.0,2372000000.0,2555000000.0,
Beginning Cash Position,4156000000.0,3286000000.0,2372000000.0,2555000000.0,2661000000.0,
Effect Of Exchange Rate Changes,31000000.0,19000000.0,-33000000.0,22000000.0,-6000000.0,
Changes In Cash,-956000000.0,851000000.0,947000000.0,-205000000.0,-100000000.0,
Financing Cash Flow,-716000000.0,-1248000000.0,-992000000.0,-1009000000.0,-1119000000.0,
Cash Flow From Continuing Financing Activities,-716000000.0,-1248000000.0,-992000000.0,-1009000000.0,-1119000000.0,
Net Other Financing Charges,-49000000.0,174000000.0,13000000.0,183000000.0,-9000000.0,
Cash Dividends Paid,-134000000.0,-134000000.0,-128000000.0,-131000000.0,-135000000.0,
Common Stock Dividend Paid,-134000000.0,-134000000.0,-128000000.0,-131000000.0,-135000000.0,
Net Common Stock Issuance,-531000000.0,-615000000.0,-877000000.0,-752000000.0,-975000000.0,
Common Stock Payments,-624000000.0,-615000000.0,-911000000.0,-755000000.0,-1030000000.0,
Common Stock Issuance,,,34000000.0,3000000.0,,
Net Issuance Payments Of Debt,-2000000.0,-673000000.0,0.0,-309000000.0,0.0,
Net Short Term Debt Issuance,-2000000.0,127000000.0,0.0,441000000.0,0.0,
Short Term Debt Payments,-377000000.0,-441000000.0,,,0.0,0.0
Short Term Debt Issuance,375000000.0,568000000.0,0.0,441000000.0,0.0,
Net Long Term Debt Issuance,0.0,-800000000.0,0.0,-750000000.0,0.0,
Long Term Debt Payments,0.0,-800000000.0,0.0,-750000000.0,0.0,
Investing Cash Flow,67000000.0,1312000000.0,1262000000.0,49000000.0,652000000.0,
Cash Flow From Continuing Investing Activities,67000000.0,1312000000.0,1262000000.0,49000000.0,652000000.0,
Net Other Investing Changes,,,-54000000.0,2000000.0,-71000000.0,2000000.0
Net Investment Purchase And Sale,-21000000.0,1544000000.0,-498000000.0,163000000.0,-1605000000.0,
Sale Of Investment,1943000000.0,4587000000.0,1885000000.0,3722000000.0,2996000000.0,
Purchase Of Investment,-1964000000.0,-3043000000.0,-2383000000.0,-3559000000.0,-4601000000.0,
Net Business Purchase And Sale,89000000.0,-89000000.0,1931000000.0,-7000000.0,2415000000.0,
Sale Of Business,,,1931000000.0,-7000000.0,2415000000.0,2000000.0
Purchase Of Business,,-89000000.0,,,,
Net PPE Purchase And Sale,-134000000.0,-143000000.0,-117000000.0,-109000000.0,-89000000.0,
Purchase Of PPE,-134000000.0,-143000000.0,-117000000.0,-109000000.0,-89000000.0,
Operating Cash Flow,-307000000.0,787000000.0,677000000.0,755000000.0,367000000.0,
Cash From Discontinued Operating Activities,,,0.0,0.0,,
Cash Flow From Continuing Operating Activities,-307000000.0,787000000.0,677000000.0,755000000.0,367000000.0,
Change In Working Capital,-942000000.0,-47000000.0,73000000.0,2000000.0,164000000.0,
Stock Based Compensation,165000000.0,136000000.0,142000000.0,146000000.0,154000000.0,
Provisionand Write Offof Assets,86000000.0,81000000.0,87000000.0,89000000.0,86000000.0,
Deferred Tax,-87000000.0,31000000.0,-340000000.0,-11000000.0,-563000000.0,
Deferred Income Tax,-87000000.0,31000000.0,-340000000.0,-11000000.0,-563000000.0,
Depreciation Amortization Depletion,107000000.0,79000000.0,79000000.0,92000000.0,77000000.0,
Depreciation And Amortization,107000000.0,79000000.0,79000000.0,92000000.0,77000000.0,
Operating Gains Losses,-5000000.0,2000000.0,-44000000.0,-199000000.0,223000000.0,
Earnings Losses From Equity Investments,0.0,0.0,70000000.0,0.0,-78000000.0,
Gain Loss On Investment Securities,-5000000.0,2000000.0,-114000000.0,-199000000.0,301000000.0,
Net Income From Continuing Operations,369000000.0,505000000.0,680000000.0,636000000.0,226000000.0,
