Date,Open,High,Low,Close,Volume
2005-01-03,4.994402855369907,5.0209690144258445,4.892566827207492,4.896994590759277,2121500
2005-01-04,4.9102759398526885,4.954552294906503,4.843860773890003,4.848288536071777,1583300
2005-01-05,4.848287748563285,4.870426133621571,4.750879107659573,4.759734630584717,1862600
2005-01-06,4.759734778835308,4.790728265529512,4.71988576894014,4.764162540435791,3343700
2005-01-07,4.764164577899161,4.812868709569729,4.733170655695374,4.737598419189453,1580500
2005-01-10,4.742026182683532,4.804013604836339,4.715460023973825,4.737598419189453,1206500
2005-01-11,4.7375986969591795,4.759737093472802,4.671183929673104,4.715460300445557,1180200
2005-01-12,4.711032152884857,4.724315019618404,4.671183130429498,4.7198872566223145,835300
2005-01-13,4.728742419816199,4.799584933299564,4.728742419816199,4.755308151245117,959600
2005-01-14,4.7907282157271025,4.843860087616796,4.7685902524640005,4.8261494636535645,1107600
2005-01-18,4.826152710778425,4.857146640258305,4.759737931794862,4.821725368499756,1246900
2005-01-19,4.812867075717812,4.914703490236797,4.804011973990514,4.888137340545654,1151000
2005-01-20,4.896995398864977,4.91913337576758,4.848290836267627,4.8925676345825195,1687300
2005-01-21,4.92355789914657,4.9589791455807175,4.857143167646187,4.865998268127441,1644500
2005-01-24,4.857143260187674,4.954551478610179,4.848287737283133,4.914702892303467,961500
2005-01-25,4.936843328200998,4.958981724298155,4.839435060981156,4.870428562164307,1053900
2005-01-26,4.874855921175206,4.981119706914917,4.874855921175206,4.936842918395996,2506800
2005-01-27,4.914702930056949,4.994400525537163,4.9014196455981,4.963407039642334,1375700
2005-01-28,4.998828248623735,4.998828248623735,4.883708984392149,4.914702892303467,1905100
2005-01-31,4.941270135075966,4.985546918696814,4.927987268891592,4.981119155883789,1279200
2005-02-01,5.082954973374778,5.113948889630263,5.038678613695734,5.069672107696533,3310800
2005-02-02,5.091812104043899,5.1847930376166325,5.05196307219061,5.153799533843994,1301800
2005-02-03,5.1582252640601585,5.198074283463534,5.122804007313755,5.180363655090332,1840200
2005-02-04,5.2157848694453905,5.286627382362423,5.206929766458104,5.27334451675415,1993800
