,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1889000000.0,4891000000.0,739000000.0,4029000000.0,1237000000.0,
Repurchase Of Capital Stock,-711000000.0,-991000000.0,-794000000.0,-469000000.0,-1522000000.0,
Repayment Of Debt,-56000000.0,-1962000000.0,-951000000.0,-2335000000.0,-84000000.0,
Issuance Of Debt,0.0,0.0,1057000000.0,0.0,-1000000.0,
Capital Expenditure,-1780000000.0,-1862000000.0,-2466000000.0,-1489000000.0,-1365000000.0,
End Cash Position,5477000000.0,5958000000.0,5582000000.0,6102000000.0,6049000000.0,
Beginning Cash Position,5958000000.0,5582000000.0,6102000000.0,6049000000.0,6726000000.0,
Effect Of Exchange Rate Changes,107000000.0,77000000.0,-153000000.0,79000000.0,-31000000.0,
Changes In Cash,-588000000.0,299000000.0,-367000000.0,-26000000.0,-646000000.0,
Financing Cash Flow,-2537000000.0,-4556000000.0,-997000000.0,-3566000000.0,-898000000.0,
Cash Flow From Continuing Financing Activities,-2537000000.0,-4556000000.0,-997000000.0,-3566000000.0,-898000000.0,
Net Other Financing Charges,-1063000000.0,-76000000.0,-140000000.0,-100000000.0,-626000000.0,
Cash Dividends Paid,0.0,,,-817000000.0,0.0,
Common Stock Dividend Paid,0.0,,,-817000000.0,0.0,
Net Common Stock Issuance,-711000000.0,-991000000.0,-794000000.0,-469000000.0,-1522000000.0,
Common Stock Payments,-711000000.0,-991000000.0,-794000000.0,-469000000.0,-1522000000.0,
Net Issuance Payments Of Debt,-763000000.0,-2584000000.0,-63000000.0,-2180000000.0,1250000000.0,
Net Short Term Debt Issuance,-707000000.0,-622000000.0,-169000000.0,155000000.0,1335000000.0,
Net Long Term Debt Issuance,-56000000.0,-1962000000.0,106000000.0,-2335000000.0,-85000000.0,
Long Term Debt Payments,-56000000.0,-1962000000.0,-951000000.0,-2335000000.0,-84000000.0,
Long Term Debt Issuance,0.0,0.0,1057000000.0,0.0,-1000000.0,
Investing Cash Flow,-1720000000.0,-1898000000.0,-2575000000.0,-1978000000.0,-2350000000.0,
Cash Flow From Continuing Investing Activities,-1720000000.0,-1898000000.0,-2575000000.0,-1978000000.0,-2350000000.0,
Net Other Investing Changes,158000000.0,-36000000.0,-109000000.0,7000000.0,21000000.0,
Net Investment Purchase And Sale,,,,-496000000.0,,
Sale Of Investment,,,,4000000.0,,
Purchase Of Investment,,,,-500000000.0,,
Net PPE Purchase And Sale,-1780000000.0,-1862000000.0,-2466000000.0,-1489000000.0,-1365000000.0,
Purchase Of PPE,-1780000000.0,-1862000000.0,-2466000000.0,-1489000000.0,-1365000000.0,
Operating Cash Flow,3669000000.0,6753000000.0,3205000000.0,5518000000.0,2602000000.0,
Cash Flow From Continuing Operating Activities,3669000000.0,6753000000.0,3205000000.0,5518000000.0,2602000000.0,
Dividend Received Cfo,31000000.0,46000000.0,33000000.0,110000000.0,27000000.0,
Change In Working Capital,98000000.0,873000000.0,-2345000000.0,2393000000.0,-832000000.0,
Change In Other Working Capital,-47000000.0,-666000000.0,577000000.0,464000000.0,-107000000.0,
Change In Other Current Assets,-211000000.0,126000000.0,-116000000.0,191000000.0,259000000.0,
Change In Payables And Accrued Expense,718000000.0,508000000.0,-1533000000.0,970000000.0,261000000.0,
Change In Payable,718000000.0,508000000.0,-1533000000.0,,261000000.0,321000000.0
Change In Account Payable,718000000.0,508000000.0,-1533000000.0,,261000000.0,321000000.0
Change In Inventory,-69000000.0,-5000000.0,4000000.0,-40000000.0,-28000000.0,
Change In Receivables,-293000000.0,910000000.0,-1277000000.0,808000000.0,-1217000000.0,
Other Non Cash Items,-1188000000.0,507000000.0,1347000000.0,-107000000.0,-592000000.0,
Stock Based Compensation,357000000.0,330000000.0,317000000.0,330000000.0,361000000.0,
Asset Impairment Charge,179000000.0,,,1473000000.0,0.0,
Deferred Tax,-3008000000.0,68000000.0,25000000.0,-332000000.0,-278000000.0,
Deferred Income Tax,-3008000000.0,68000000.0,25000000.0,-332000000.0,-278000000.0,
Depreciation Amortization Depletion,1332000000.0,1324000000.0,1276000000.0,1285000000.0,1220000000.0,
Depreciation And Amortization,1332000000.0,1324000000.0,1276000000.0,1285000000.0,1220000000.0,
Operating Gains Losses,-75000000.0,-36000000.0,-92000000.0,-198000000.0,-146000000.0,
Earnings Losses From Equity Investments,-75000000.0,-36000000.0,-92000000.0,-107000000.0,-146000000.0,
Net Income From Continuing Operations,5943000000.0,3401000000.0,2644000000.0,564000000.0,2842000000.0,
