,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Current Accrued Expenses,2260000000.0,2147000000.0,1421000000.0,2080000000.0,2377000000.0
Payables,3343000000.0,3115000000.0,3142000000.0,2966000000.0,2815000000.0
Total Tax Payable,2321000000.0,2242000000.0,2284000000.0,2164000000.0,2063000000.0
Income Tax Payable,814000000.0,739000000.0,751000000.0,729000000.0,652000000.0
Accounts Payable,1022000000.0,873000000.0,858000000.0,802000000.0,752000000.0
Total Assets,55982000000.0,52822000000.0,51244000000.0,47117000000.0,41514000000.0
Total Non Current Assets,41875000000.0,40472000000.0,38999000000.0,31786000000.0,29031000000.0
Other Non Current Assets,13165000000.0,12559000000.0,11765000000.0,11101000000.0,9923000000.0
Non Current Deferred Assets,6524000000.0,6592000000.0,6171000000.0,,
Non Current Deferred Taxes Assets,6524000000.0,6592000000.0,6171000000.0,,
Non Current Note Receivables,146000000.0,144000000.0,144000000.0,131000000.0,127000000.0
Investments And Advances,8845000000.0,8940000000.0,8618000000.0,8104000000.0,6418000000.0
Investmentin Financial Assets,8514000000.0,8602000000.0,8316000000.0,7790000000.0,6076000000.0
Available For Sale Securities,8514000000.0,8602000000.0,8316000000.0,7790000000.0,6076000000.0
Long Term Equity Investment,331000000.0,338000000.0,302000000.0,314000000.0,342000000.0
Goodwill And Other Intangible Assets,10094000000.0,9134000000.0,9191000000.0,9278000000.0,9348000000.0
Other Intangible Assets,1187000000.0,1065000000.0,1125000000.0,1192000000.0,1265000000.0
Goodwill,8907000000.0,8069000000.0,8066000000.0,8086000000.0,8083000000.0
Net PPE,3101000000.0,3103000000.0,3110000000.0,3172000000.0,3215000000.0
Accumulated Depreciation,,,-1598000000.0,,
Gross PPE,3101000000.0,3103000000.0,4708000000.0,3172000000.0,3215000000.0
Leases,,,670000000.0,,
Construction In Progress,,,218000000.0,,
Other Properties,3101000000.0,3103000000.0,1158000000.0,3172000000.0,3215000000.0
Machinery Furniture Equipment,,,1858000000.0,,
Buildings And Improvements,,,739000000.0,,
Land And Improvements,,,65000000.0,,
Properties,,,0.0,,
Current Assets,14107000000.0,12350000000.0,12245000000.0,15331000000.0,12483000000.0
Other Current Assets,717000000.0,615000000.0,493000000.0,681000000.0,679000000.0
Restricted Cash,1191000000.0,1253000000.0,545000000.0,933000000.0,776000000.0
Prepaid Assets,423000000.0,455000000.0,415000000.0,467000000.0,364000000.0
Receivables,4406000000.0,4001000000.0,3815000000.0,4187000000.0,4372000000.0
Other Receivables,637000000.0,512000000.0,482000000.0,468000000.0,589000000.0
Accounts Receivable,3769000000.0,3489000000.0,3333000000.0,3719000000.0,3783000000.0
Allowance For Doubtful Accounts Receivable,-101000000.0,-87000000.0,-95000000.0,-83000000.0,-82000000.0
Gross Accounts Receivable,3870000000.0,3576000000.0,3428000000.0,3802000000.0,3865000000.0
Cash Cash Equivalents And Short Term Investments,7370000000.0,6026000000.0,6977000000.0,9063000000.0,6292000000.0
Other Short Term Investments,932000000.0,894000000.0,1084000000.0,2913000000.0,1795000000.0
Cash And Cash Equivalents,6438000000.0,5132000000.0,5893000000.0,6150000000.0,4497000000.0
