,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,2086768000.0,2091856000.0,2107953000.0,2104178000.0,2097951000.0
Share Issued,2086768000.0,2091856000.0,2107953000.0,2104178000.0,2097951000.0
Net Debt,4290000000.0,4368000000.0,3604000000.0,4836000000.0,4957000000.0
Total Debt,12342000000.0,11124000000.0,11126000000.0,12660000000.0,11144000000.0
Tangible Book Value,12504000000.0,12841000000.0,12367000000.0,5502000000.0,3002000000.0
Invested Capital,33326000000.0,31475000000.0,31055000000.0,25766000000.0,21804000000.0
Working Capital,1421000000.0,237000000.0,769000000.0,4496000000.0,2165000000.0
Net Tangible Assets,12504000000.0,12841000000.0,12367000000.0,5502000000.0,3002000000.0
Capital Lease Obligations,1614000000.0,1624000000.0,1629000000.0,1674000000.0,1690000000.0
Common Stock Equity,22598000000.0,21975000000.0,21558000000.0,14780000000.0,12350000000.0
Total Capitalization,32176000000.0,30325000000.0,29905000000.0,25766000000.0,21804000000.0
Total Equity Gross Minority Interest,23630000000.0,22905000000.0,22476000000.0,16539000000.0,13783000000.0
Minority Interest,1032000000.0,930000000.0,918000000.0,1759000000.0,1433000000.0
Stockholders Equity,22598000000.0,21975000000.0,21558000000.0,14780000000.0,12350000000.0
Gains Losses Not Affecting Retained Earnings,-435000000.0,-485000000.0,-517000000.0,-424000000.0,-479000000.0
Other Equity Adjustments,-435000000.0,-485000000.0,-517000000.0,-424000000.0,-479000000.0
Retained Earnings,-17592000000.0,-18946000000.0,-20726000000.0,-27621000000.0,-30233000000.0
Additional Paid In Capital,40625000000.0,41406000000.0,42801000000.0,42825000000.0,43062000000.0
Capital Stock,0.0,0.0,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,32352000000.0,29917000000.0,28768000000.0,30578000000.0,27731000000.0
Total Non Current Liabilities Net Minority Interest,19666000000.0,17804000000.0,17292000000.0,19743000000.0,17413000000.0
Other Non Current Liabilities,399000000.0,395000000.0,440000000.0,483000000.0,699000000.0
Non Current Deferred Liabilities,68000000.0,13000000.0,9000000.0,155000000.0,35000000.0
Non Current Deferred Taxes Liabilities,68000000.0,13000000.0,9000000.0,155000000.0,35000000.0
Long Term Debt And Capital Lease Obligation,11016000000.0,9797000000.0,9801000000.0,12482000000.0,10946000000.0
Long Term Capital Lease Obligation,1438000000.0,1447000000.0,1454000000.0,1496000000.0,1492000000.0
Long Term Debt,9578000000.0,8350000000.0,8347000000.0,10986000000.0,9454000000.0
Long Term Provisions,8183000000.0,7599000000.0,7042000000.0,6623000000.0,5733000000.0
Current Liabilities,12686000000.0,12113000000.0,11476000000.0,10835000000.0,10318000000.0
Other Current Liabilities,2170000000.0,2320000000.0,2185000000.0,2534000000.0,2131000000.0
Current Debt And Capital Lease Obligation,1326000000.0,1327000000.0,1325000000.0,178000000.0,198000000.0
Current Capital Lease Obligation,176000000.0,177000000.0,175000000.0,178000000.0,198000000.0
Current Debt,1150000000.0,1150000000.0,1150000000.0,,
Other Current Borrowings,1150000000.0,1150000000.0,1150000000.0,,
Pensionand Other Post Retirement Benefit Plans Current,480000000.0,331000000.0,649000000.0,554000000.0,410000000.0
Current Provisions,3107000000.0,2873000000.0,2754000000.0,2523000000.0,2387000000.0
Payables And Accrued Expenses,5603000000.0,5262000000.0,4563000000.0,5046000000.0,5192000000.0
