,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-39940000.0,1129655000.0,870107000.0,-887353000.0,224121000.0,
Repayment Of Debt,-16797000.0,-86828000.0,-1575158000.0,-7435000.0,-3879000.0,
Issuance Of Debt,51705000.0,11059000.0,1669804000.0,1152000.0,324000.0,
Capital Expenditure,-263411000.0,-191596000.0,-175016000.0,-166451000.0,-187963000.0,
End Cash Position,7069600000.0,7168246000.0,6106109000.0,5500803000.0,6409540000.0,
Beginning Cash Position,7168246000.0,6106109000.0,5500803000.0,6409540000.0,6509349000.0,
Effect Of Exchange Rate Changes,278176000.0,131471000.0,-262244000.0,70042000.0,-83567000.0,
Changes In Cash,-376822000.0,930666000.0,867550000.0,-978779000.0,-16242000.0,
Financing Cash Flow,-325262000.0,-173190000.0,33910000.0,-49484000.0,-164620000.0,
Cash Flow From Continuing Financing Activities,-325262000.0,-173190000.0,33910000.0,-49484000.0,-164620000.0,
Net Other Financing Charges,-361007000.0,-100027000.0,-67446000.0,-49724000.0,-172097000.0,
Proceeds From Stock Option Exercised,837000.0,2606000.0,6710000.0,6523000.0,11032000.0,
Net Issuance Payments Of Debt,34908000.0,-75769000.0,94646000.0,-6283000.0,-3555000.0,
Net Long Term Debt Issuance,34908000.0,-75769000.0,94646000.0,-6283000.0,-3555000.0,
Long Term Debt Payments,-16797000.0,-86828000.0,-1575158000.0,-7435000.0,-3879000.0,
Long Term Debt Issuance,51705000.0,11059000.0,1669804000.0,1152000.0,324000.0,
Investing Cash Flow,-275031000.0,-217395000.0,-211483000.0,-208393000.0,-263706000.0,
Cash Flow From Continuing Investing Activities,-275031000.0,-217395000.0,-211483000.0,-208393000.0,-263706000.0,
Net Other Investing Changes,-2311000.0,9434000.0,3994000.0,-6179000.0,-29953000.0,
Net Business Purchase And Sale,-29349000.0,-35233000.0,-40461000.0,-35763000.0,-45790000.0,
Sale Of Business,,,,,,10010000.0
Purchase Of Business,-60695000.0,-3887000.0,-109511000.0,13693000.0,-35780000.0,
Net Intangibles Purchase And Sale,20045000.0,-5000.0,-132000.0,-8390000.0,11673000.0,
Purchase Of Intangibles,,-5000.0,-132000.0,-3000000.0,6283000.0,-11673000.0
Net PPE Purchase And Sale,-263416000.0,-191591000.0,-174884000.0,-158061000.0,-199636000.0,
Purchase Of PPE,-263416000.0,-191591000.0,-174884000.0,-158061000.0,-199636000.0,
Operating Cash Flow,223471000.0,1321251000.0,1045123000.0,-720902000.0,412084000.0,
Cash Flow From Continuing Operating Activities,223471000.0,1321251000.0,1045123000.0,-720902000.0,412084000.0,
Change In Working Capital,-387840000.0,1056635000.0,1259745000.0,-1443799000.0,-92726000.0,
Change In Other Working Capital,-377769000.0,2266061000.0,766651000.0,-1804783000.0,-165214000.0,
Change In Payables And Accrued Expense,771736000.0,-545945000.0,-573178000.0,156074000.0,576098000.0,
Change In Payable,771736000.0,-545945000.0,-573178000.0,156074000.0,576098000.0,
Change In Account Payable,771736000.0,-545945000.0,-573178000.0,156074000.0,576098000.0,
Change In Prepaid Assets,-229577000.0,-592946000.0,319749000.0,304206000.0,-285150000.0,
Change In Receivables,-552230000.0,-70535000.0,746523000.0,-99296000.0,-218460000.0,
Changes In Account Receivables,-552230000.0,-70535000.0,746523000.0,-99296000.0,-218460000.0,
Other Non Cash Items,14697000.0,38451000.0,32297000.0,20738000.0,-9848000.0,
Stock Based Compensation,61547000.0,24550000.0,24898000.0,25712000.0,28336000.0,
Unrealized Gain Loss On Investment Securities,5600000.0,-5467000.0,-2881000.0,105000.0,-10313000.0,
Provisionand Write Offof Assets,9965000.0,3574000.0,2103000.0,8705000.0,-11054000.0,
Deferred Tax,20858000.0,4271000.0,-694511000.0,-7981000.0,-349000.0,
Deferred Income Tax,20858000.0,4271000.0,-694511000.0,-7981000.0,-349000.0,
Depreciation Amortization Depletion,159025000.0,149455000.0,142599000.0,137001000.0,137729000.0,
Depreciation And Amortization,159025000.0,149455000.0,142599000.0,137001000.0,137729000.0,
Amortization Cash Flow,64683000.0,59993000.0,64437000.0,61328000.0,62150000.0,
Amortization Of Intangibles,64683000.0,59993000.0,64437000.0,61328000.0,62150000.0,
Depreciation,94342000.0,89462000.0,78162000.0,75673000.0,75579000.0,
Operating Gains Losses,36878000.0,3480000.0,-1045000.0,22934000.0,-5919000.0,
Earnings Losses From Equity Investments,5294000.0,3480000.0,11785000.0,14915000.0,2100000.0,
Net Income From Continuing Operations,302741000.0,46302000.0,281918000.0,515683000.0,376228000.0,
