,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,3137000000.0,3162000000.0,645000000.0,2296000000.0,2379000000.0,
Repurchase Of Capital Stock,-1498000000.0,-2170000000.0,-1227000000.0,-1764000000.0,-1662000000.0,
Repayment Of Debt,-1921000000.0,-1530000000.0,-198000000.0,-1114000000.0,0.0,
Issuance Of Debt,1955000000.0,0.0,1877000000.0,0.0,0.0,
Capital Expenditure,-64000000.0,-121000000.0,-76000000.0,-77000000.0,-146000000.0,
Interest Paid Supplemental Data,284000000.0,275000000.0,338000000.0,210000000.0,269000000.0,
Income Tax Paid Supplemental Data,1362000000.0,138000000.0,,,1236000000.0,164000000.0
End Cash Position,17637000000.0,15613000000.0,16193000000.0,15808000000.0,16329000000.0,
Beginning Cash Position,15613000000.0,16193000000.0,15808000000.0,16329000000.0,15664000000.0,
Effect Of Exchange Rate Changes,681000000.0,222000000.0,-404000000.0,273000000.0,-31000000.0,
Changes In Cash,1343000000.0,-802000000.0,789000000.0,-794000000.0,696000000.0,
Financing Cash Flow,-1797000000.0,-3967000000.0,143000000.0,-3165000000.0,-1966000000.0,
Cash Flow From Continuing Financing Activities,-1797000000.0,-3967000000.0,143000000.0,-3165000000.0,-1966000000.0,
Net Other Financing Charges,-21000000.0,52000000.0,-23000000.0,-7000000.0,-9000000.0,
Proceeds From Stock Option Exercised,,,3000000.0,2000000.0,3000000.0,6000000.0
Cash Dividends Paid,-312000000.0,-319000000.0,-289000000.0,-291000000.0,-295000000.0,
Common Stock Dividend Paid,-312000000.0,-319000000.0,-289000000.0,-291000000.0,-295000000.0,
Net Common Stock Issuance,-1498000000.0,-2170000000.0,-1227000000.0,-1764000000.0,-1662000000.0,
Common Stock Payments,-1498000000.0,-2170000000.0,-1227000000.0,-1764000000.0,-1662000000.0,
Net Issuance Payments Of Debt,34000000.0,-1530000000.0,1679000000.0,-1114000000.0,0.0,
Net Long Term Debt Issuance,34000000.0,-1530000000.0,1679000000.0,-1114000000.0,0.0,
Long Term Debt Payments,-1921000000.0,-1530000000.0,-198000000.0,-1114000000.0,0.0,
Long Term Debt Issuance,1955000000.0,0.0,1877000000.0,0.0,0.0,
Investing Cash Flow,-61000000.0,-118000000.0,-75000000.0,-2000000.0,137000000.0,
Cash Flow From Continuing Investing Activities,-61000000.0,-118000000.0,-75000000.0,-2000000.0,137000000.0,
Net Other Investing Changes,3000000.0,3000000.0,34000000.0,0.0,-14000000.0,
Net Investment Purchase And Sale,0.0,0.0,-33000000.0,75000000.0,297000000.0,
Sale Of Investment,0.0,0.0,0.0,75000000.0,297000000.0,
Net PPE Purchase And Sale,-64000000.0,-121000000.0,-76000000.0,-77000000.0,-146000000.0,
Purchase Of PPE,-64000000.0,-121000000.0,-76000000.0,-77000000.0,-146000000.0,
Operating Cash Flow,3201000000.0,3283000000.0,721000000.0,2373000000.0,2525000000.0,
Cash Flow From Continuing Operating Activities,3201000000.0,3283000000.0,721000000.0,2373000000.0,2525000000.0,
Change In Working Capital,1035000000.0,2051000000.0,-1143000000.0,-820000000.0,626000000.0,
Change In Other Working Capital,2098000000.0,2066000000.0,-1264000000.0,-1011000000.0,1173000000.0,
Change In Prepaid Assets,,84000000.0,-24000000.0,45000000.0,65000000.0,-98000000.0
Change In Receivables,-979000000.0,-99000000.0,145000000.0,179000000.0,-645000000.0,
Changes In Account Receivables,-979000000.0,-99000000.0,145000000.0,179000000.0,-645000000.0,
Other Non Cash Items,103000000.0,190000000.0,,,-3000000.0,16000000.0
Stock Based Compensation,154000000.0,143000000.0,167000000.0,148000000.0,140000000.0,
Provisionand Write Offof Assets,117000000.0,89000000.0,120000000.0,108000000.0,95000000.0,
Deferred Tax,-258000000.0,-144000000.0,173000000.0,-73000000.0,33000000.0,
Deferred Income Tax,-258000000.0,-144000000.0,173000000.0,-73000000.0,33000000.0,
Depreciation Amortization Depletion,194000000.0,184000000.0,203000000.0,190000000.0,181000000.0,
Depreciation And Amortization,194000000.0,184000000.0,203000000.0,190000000.0,181000000.0,
Depreciation,194000000.0,184000000.0,203000000.0,190000000.0,181000000.0,
Operating Gains Losses,961000000.0,437000000.0,126000000.0,316000000.0,-68000000.0,
Gain Loss On Investment Securities,,,760000000.0,-32000000.0,-11000000.0,16000000.0
Net Foreign Currency Exchange Gain Loss,961000000.0,437000000.0,-634000000.0,343000000.0,-68000000.0,
Net Income From Continuing Operations,895000000.0,333000000.0,1068000000.0,2517000000.0,1521000000.0,
