,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,-8760000000.0,2170000000.0,-7679000000.0,2474000000.0,-7857000000.0
Repurchase Of Capital Stock,-314000000.0,-157000000.0,-565000000.0,-963000000.0,-213000000.0
Repayment Of Debt,-1013000000.0,-1312000000.0,-2011000000.0,-11000000.0,-12000000.0
Issuance Of Debt,1991000000.0,2737000000.0,10711000000.0,996000000.0,0.0
Issuance Of Capital Stock,0.0,743000000.0,0.0,842000000.0,0.0
Capital Expenditure,-319000000.0,-226000000.0,-249000000.0,-234000000.0,-213000000.0
Interest Paid Supplemental Data,2406000000.0,2074000000.0,2358000000.0,2394000000.0,2210000000.0
Income Tax Paid Supplemental Data,183000000.0,186000000.0,106000000.0,97000000.0,130000000.0
End Cash Position,4020000000.0,4658000000.0,3145000000.0,4067000000.0,2898000000.0
Beginning Cash Position,4658000000.0,3145000000.0,4067000000.0,2898000000.0,3413000000.0
Changes In Cash,-638000000.0,1513000000.0,-922000000.0,1169000000.0,-515000000.0
Financing Cash Flow,8187000000.0,13724000000.0,17550000000.0,4728000000.0,-12049000000.0
Cash Flow From Continuing Financing Activities,8187000000.0,13724000000.0,17550000000.0,4728000000.0,-12049000000.0
Net Other Financing Charges,-4000000.0,-6000000.0,-4000000.0,-4000000.0,-6000000.0
Cash Dividends Paid,-283000000.0,-266000000.0,-278000000.0,-249000000.0,-263000000.0
Net Preferred Stock Issuance,0.0,743000000.0,0.0,342000000.0,0.0
Preferred Stock Payments,0.0,0.0,0.0,-500000000.0,0.0
Preferred Stock Issuance,0.0,743000000.0,0.0,842000000.0,0.0
Net Common Stock Issuance,-314000000.0,-157000000.0,-565000000.0,-463000000.0,-213000000.0
Common Stock Payments,-314000000.0,-157000000.0,-565000000.0,-463000000.0,-213000000.0
Net Issuance Payments Of Debt,-1028000000.0,3435000000.0,2342000000.0,-2568000000.0,2018000000.0
Net Short Term Debt Issuance,-2006000000.0,2010000000.0,-178000000.0,-3553000000.0,2030000000.0
Net Long Term Debt Issuance,978000000.0,1425000000.0,2520000000.0,985000000.0,-12000000.0
Long Term Debt Payments,-1013000000.0,-1312000000.0,-2011000000.0,-11000000.0,-12000000.0
Long Term Debt Issuance,1991000000.0,2737000000.0,4531000000.0,996000000.0,0.0
Investing Cash Flow,-384000000.0,-14607000000.0,-11042000000.0,-6267000000.0,19178000000.0
Cash Flow From Continuing Investing Activities,-384000000.0,-14607000000.0,-11042000000.0,-6267000000.0,19178000000.0
Net Other Investing Changes,258000000.0,-103000000.0,-235000000.0,-22000000.0,-98000000.0
Net Investment Purchase And Sale,1291000000.0,-5284000000.0,-2537000000.0,3481000000.0,-6253000000.0
Sale Of Investment,15259000000.0,13212000000.0,9417000000.0,13507000000.0,6325000000.0
Purchase Of Investment,-13968000000.0,-18496000000.0,-11954000000.0,-10026000000.0,-12578000000.0
Net Business Purchase And Sale,0.0,0.0,0.0,0.0,-182000000.0
Purchase Of Business,0.0,0.0,0.0,0.0,-182000000.0
Net PPE Purchase And Sale,-319000000.0,-226000000.0,-249000000.0,-234000000.0,-213000000.0
Purchase Of PPE,-319000000.0,-226000000.0,-249000000.0,-234000000.0,-213000000.0
Operating Cash Flow,-8441000000.0,2396000000.0,-7430000000.0,2708000000.0,-7644000000.0
Cash Flow From Continuing Operating Activities,-8441000000.0,2396000000.0,-7430000000.0,2708000000.0,-7644000000.0
Change In Working Capital,-9325000000.0,1478000000.0,-8566000000.0,1679000000.0,-8593000000.0
Change In Other Working Capital,-10192000000.0,2941000000.0,-9601000000.0,1804000000.0,-6685000000.0
Change In Other Current Assets,-919000000.0,-1761000000.0,1489000000.0,-534000000.0,-459000000.0
Change In Payables And Accrued Expense,2094000000.0,545000000.0,-581000000.0,504000000.0,-1399000000.0
Change In Accrued Expense,2094000000.0,545000000.0,-581000000.0,504000000.0,-1399000000.0
Change In Receivables,-308000000.0,-247000000.0,127000000.0,-95000000.0,-50000000.0
Changes In Account Receivables,-308000000.0,-247000000.0,127000000.0,-95000000.0,-50000000.0
Other Non Cash Items,126000000.0,156000000.0,135000000.0,9000000.0,58000000.0
Deferred Tax,-82000000.0,18000000.0,88000000.0,40000000.0,9000000.0
Deferred Income Tax,-82000000.0,18000000.0,88000000.0,40000000.0,9000000.0
Depreciation Amortization Depletion,117000000.0,88000000.0,119000000.0,144000000.0,161000000.0
Depreciation And Amortization,117000000.0,88000000.0,119000000.0,144000000.0,161000000.0
Amortization Cash Flow,56000000.0,54000000.0,54000000.0,56000000.0,60000000.0
Amortization Of Intangibles,56000000.0,54000000.0,54000000.0,56000000.0,60000000.0
Depreciation,61000000.0,34000000.0,65000000.0,88000000.0,101000000.0
Operating Gains Losses,,,-1000000.0,,
Gain Loss On Investment Securities,,,-1000000.0,,
Net Income From Continuing Operations,693000000.0,644000000.0,783000000.0,730000000.0,711000000.0
