,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Payables,290000000.0,454000000.0,440000000.0,445000000.0,320000000.0,
Total Tax Payable,11000000.0,128000000.0,100000000.0,141000000.0,22000000.0,
Income Tax Payable,11000000.0,128000000.0,100000000.0,141000000.0,22000000.0,
Accounts Payable,279000000.0,326000000.0,340000000.0,304000000.0,298000000.0,
Total Assets,20164000000.0,19967000000.0,19966000000.0,20164000000.0,18580000000.0,
Total Non Current Assets,12558000000.0,12422000000.0,12462000000.0,12616000000.0,11335000000.0,
Other Non Current Assets,1008000000.0,1008000000.0,1026000000.0,1034000000.0,1068000000.0,
Non Current Deferred Assets,1256000000.0,1216000000.0,1248000000.0,1091000000.0,1095000000.0,
Non Current Deferred Taxes Assets,1256000000.0,1216000000.0,1248000000.0,1091000000.0,1095000000.0,
Financial Assets,,,,,,8000000.0
Investments And Advances,110000000.0,94000000.0,90000000.0,90000000.0,86000000.0,
Other Investments,,,90000000.0,90000000.0,86000000.0,83000000.0
Goodwill And Other Intangible Assets,8643000000.0,8561000000.0,8552000000.0,8813000000.0,7524000000.0,
Other Intangible Assets,1523000000.0,1555000000.0,1599000000.0,1681000000.0,1129000000.0,
Goodwill,7120000000.0,7006000000.0,6953000000.0,7132000000.0,6395000000.0,
Net PPE,1541000000.0,1543000000.0,1546000000.0,1588000000.0,1562000000.0,
Accumulated Depreciation,,,-2787000000.0,,,
Gross PPE,1541000000.0,1543000000.0,4333000000.0,1588000000.0,1562000000.0,
Leases,,,373000000.0,,,
Construction In Progress,,,115000000.0,,,
Other Properties,1541000000.0,1543000000.0,552000000.0,1588000000.0,1562000000.0,
Machinery Furniture Equipment,,,2551000000.0,,,
Buildings And Improvements,,,736000000.0,,,
Land And Improvements,,,6000000.0,,,
Properties,,,0.0,,,
Current Assets,7606000000.0,7545000000.0,7504000000.0,7548000000.0,7245000000.0,
Other Current Assets,1396000000.0,1314000000.0,1202000000.0,1317000000.0,1067000000.0,
Hedging Assets Current,,,,,,25000000.0
Receivables,4402000000.0,4239000000.0,4059000000.0,4206000000.0,3973000000.0,
Accounts Receivable,4402000000.0,4239000000.0,4059000000.0,4206000000.0,3973000000.0,
Allowance For Doubtful Accounts Receivable,-26000000.0,-28000000.0,-26000000.0,-30000000.0,-33000000.0,
Gross Accounts Receivable,4428000000.0,4267000000.0,4085000000.0,4236000000.0,4006000000.0,
Cash Cash Equivalents And Short Term Investments,1808000000.0,1992000000.0,2243000000.0,2025000000.0,2205000000.0,
Other Short Term Investments,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,
Cash And Cash Equivalents,1796000000.0,1980000000.0,2231000000.0,2013000000.0,2193000000.0,
