,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,489000000.0,493000000.0,495000000.0,496000000.0,497000000.0,
Share Issued,489000000.0,493000000.0,495000000.0,496000000.0,497000000.0,
Total Debt,1177000000.0,1179000000.0,1480000000.0,1863000000.0,1237000000.0,
Tangible Book Value,6645000000.0,6338000000.0,5856000000.0,5639000000.0,6374000000.0,
Invested Capital,15880000000.0,15499000000.0,15316000000.0,15668000000.0,14521000000.0,
Working Capital,4450000000.0,4139000000.0,3919000000.0,4160000000.0,4299000000.0,
Net Tangible Assets,6645000000.0,6338000000.0,5856000000.0,5639000000.0,6374000000.0,
Capital Lease Obligations,585000000.0,579000000.0,572000000.0,647000000.0,614000000.0,
Common Stock Equity,15288000000.0,14899000000.0,14408000000.0,14452000000.0,13898000000.0,
Total Capitalization,15847000000.0,15466000000.0,15283000000.0,15635000000.0,14488000000.0,
Total Equity Gross Minority Interest,15288000000.0,14899000000.0,14408000000.0,14452000000.0,13898000000.0,
Stockholders Equity,15288000000.0,14899000000.0,14408000000.0,14452000000.0,13898000000.0,
Gains Losses Not Affecting Retained Earnings,43000000.0,-165000000.0,-296000000.0,42000000.0,-150000000.0,
Other Equity Adjustments,43000000.0,-165000000.0,-296000000.0,42000000.0,-150000000.0,
Retained Earnings,15226000000.0,15040000000.0,14686000000.0,14347000000.0,14028000000.0,
Additional Paid In Capital,14000000.0,19000000.0,13000000.0,58000000.0,15000000.0,
Capital Stock,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,
Common Stock,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,4876000000.0,5068000000.0,5558000000.0,5712000000.0,4682000000.0,
Total Non Current Liabilities Net Minority Interest,1720000000.0,1662000000.0,1973000000.0,2324000000.0,1736000000.0,
Other Non Current Liabilities,528000000.0,467000000.0,494000000.0,440000000.0,448000000.0,
Derivative Product Liabilities,,,,,,0.0
Tradeand Other Payables Non Current,,,0.0,0.0,0.0,157000000.0
Non Current Deferred Liabilities,203000000.0,204000000.0,184000000.0,246000000.0,232000000.0,
Non Current Deferred Revenue,34000000.0,33000000.0,30000000.0,28000000.0,29000000.0,
Non Current Deferred Taxes Liabilities,169000000.0,171000000.0,154000000.0,218000000.0,203000000.0,
Long Term Debt And Capital Lease Obligation,989000000.0,991000000.0,1295000000.0,1638000000.0,1056000000.0,
Long Term Capital Lease Obligation,430000000.0,424000000.0,420000000.0,455000000.0,466000000.0,
Long Term Debt,559000000.0,567000000.0,875000000.0,1183000000.0,590000000.0,
Current Liabilities,3156000000.0,3406000000.0,3585000000.0,3388000000.0,2946000000.0,
Other Current Liabilities,554000000.0,628000000.0,593000000.0,507000000.0,465000000.0,
Current Deferred Liabilities,440000000.0,519000000.0,450000000.0,355000000.0,391000000.0,
Current Deferred Revenue,440000000.0,519000000.0,450000000.0,355000000.0,391000000.0,
Current Debt And Capital Lease Obligation,188000000.0,188000000.0,185000000.0,225000000.0,181000000.0,
Current Capital Lease Obligation,155000000.0,155000000.0,152000000.0,192000000.0,148000000.0,
Current Debt,33000000.0,33000000.0,33000000.0,33000000.0,33000000.0,
Other Current Borrowings,33000000.0,33000000.0,33000000.0,33000000.0,33000000.0,
Pensionand Other Post Retirement Benefit Plans Current,1197000000.0,1171000000.0,1499000000.0,1439000000.0,1163000000.0,
Payables And Accrued Expenses,777000000.0,900000000.0,858000000.0,862000000.0,746000000.0,
Current Accrued Expenses,487000000.0,446000000.0,418000000.0,417000000.0,426000000.0,
