,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,64403865.0,64358097.0,64280466.0,64267485.0,64210493.0
Share Issued,64403865.0,64358097.0,64280466.0,64267485.0,64210493.0
Net Debt,6700775000.0,6691517000.0,6534822000.0,6294643000.0,6227633000.0
Total Debt,6812720000.0,6844401000.0,6654090000.0,6419441000.0,6337369000.0
Tangible Book Value,5635249000.0,5570001000.0,5537046000.0,5433836000.0,5481639000.0
Invested Capital,12394703000.0,12360253000.0,12138663000.0,11799767000.0,11764495000.0
Working Capital,-418963000.0,2180000.0,-178136000.0,-14302000.0,-113229000.0
Net Tangible Assets,5635249000.0,5570001000.0,5537046000.0,5433836000.0,5481639000.0
Capital Lease Obligations,53266000.0,54149000.0,52473000.0,53510000.0,54513000.0
Common Stock Equity,5635249000.0,5570001000.0,5537046000.0,5433836000.0,5481639000.0
Total Capitalization,12029703000.0,12360253000.0,12000718000.0,11791882000.0,11635104000.0
Total Equity Gross Minority Interest,5838836000.0,5779951000.0,5751239000.0,5662337000.0,5688389000.0
Minority Interest,203587000.0,209950000.0,214193000.0,228501000.0,206750000.0
Stockholders Equity,5635249000.0,5570001000.0,5537046000.0,5433836000.0,5481639000.0
Gains Losses Not Affecting Retained Earnings,11675000.0,15620000.0,24655000.0,18174000.0,38877000.0
Other Equity Adjustments,11675000.0,15620000.0,24655000.0,18174000.0,38877000.0
Retained Earnings,-1062146000.0,-1117971000.0,-1155662000.0,-1255608000.0,-1216557000.0
Additional Paid In Capital,6685714000.0,6672346000.0,6668047000.0,6671264000.0,6659313000.0
Capital Stock,6000.0,6000.0,6000.0,6000.0,6000.0
Common Stock,6000.0,6000.0,6000.0,6000.0,6000.0
Total Liabilities Net Minority Interest,7342654000.0,7406307000.0,7176120000.0,6985110000.0,6821071000.0
Total Non Current Liabilities Net Minority Interest,6587896000.0,6978715000.0,6645638000.0,6540857000.0,6325624000.0
Other Non Current Liabilities,140176000.0,134314000.0,129493000.0,129301000.0,117646000.0
Long Term Debt And Capital Lease Obligation,6447720000.0,6844401000.0,6516145000.0,6411556000.0,6207978000.0
Long Term Capital Lease Obligation,53266000.0,54149000.0,52473000.0,53510000.0,54513000.0
Long Term Debt,6394454000.0,6790252000.0,6463672000.0,6358046000.0,6153465000.0
Current Liabilities,754758000.0,427592000.0,530482000.0,444253000.0,495447000.0
Other Current Liabilities,234000.0,641000.0,,1214000.0,
Current Debt And Capital Lease Obligation,365000000.0,,137945000.0,7885000.0,129391000.0
Current Debt,365000000.0,,137945000.0,7885000.0,129391000.0
Line Of Credit,365000000.0,0.0,137945000.0,7885000.0,129391000.0
Payables And Accrued Expenses,389524000.0,426951000.0,392537000.0,435154000.0,366056000.0
Payables,389524000.0,426951000.0,392537000.0,435154000.0,366056000.0
Other Payable,27069000.0,20679000.0,14347000.0,23185000.0,17060000.0
Dividends Payable,173747000.0,173678000.0,165443000.0,165613000.0,165232000.0
Accounts Payable,188708000.0,232594000.0,212747000.0,246356000.0,183764000.0
Total Assets,13181490000.0,13186258000.0,12927359000.0,12647447000.0,12509460000.0
Total Non Current Assets,12845695000.0,12756486000.0,12575013000.0,12217496000.0,12127242000.0
Other Non Current Assets,82160000.0,94263000.0,96861000.0,78436000.0,85528000.0
Investments And Advances,895821000.0,906686000.0,935014000.0,1007252000.0,1041328000.0
Long Term Equity Investment,895821000.0,906686000.0,935014000.0,1007252000.0,1041328000.0
Investment Properties,11815195000.0,11702186000.0,11491582000.0,11079338000.0,10947013000.0
Net PPE,52519000.0,53351000.0,51556000.0,52470000.0,53373000.0
Gross PPE,52519000.0,53351000.0,51556000.0,52470000.0,53373000.0
Other Properties,52519000.0,53351000.0,51556000.0,52470000.0,53373000.0
Current Assets,335795000.0,429772000.0,352346000.0,429951000.0,382218000.0
Restricted Cash,9205000.0,9127000.0,9051000.0,8975000.0,8928000.0
Inventory,47653000.0,112173000.0,,74148000.0,
Finished Goods,47653000.0,112173000.0,,74148000.0,
Receivables,138096000.0,133724000.0,206706000.0,200295000.0,233776000.0
Receivables Adjustments Allowances,-540000.0,-526000.0,-529000.0,-592000.0,-740000.0
Other Receivables,18705000.0,17963000.0,89462000.0,22175000.0,21289000.0
Duefrom Related Parties Current,5882000.0,5344000.0,,,
Notes Receivable,105163000.0,102254000.0,108538000.0,170011000.0,204319000.0
Accounts Receivable,8886000.0,8689000.0,9235000.0,8701000.0,8908000.0
Cash Cash Equivalents And Short Term Investments,140841000.0,174748000.0,136589000.0,146533000.0,139514000.0
Other Short Term Investments,82162000.0,76013000.0,69794000.0,75245000.0,84291000.0
Cash And Cash Equivalents,58679000.0,98735000.0,66795000.0,71288000.0,55223000.0
