,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,1162000000.0,-2506000000.0,2322000000.0,1105000000.0,-146000000.0
Repurchase Of Capital Stock,-250000000.0,-246000000.0,-254000000.0,-253000000.0,-251000000.0
Repayment Of Debt,-1003000000.0,-191000000.0,-226000000.0,-454000000.0,-211000000.0
Issuance Of Debt,254000000.0,848000000.0,733000000.0,786000000.0,162000000.0
End Cash Position,16701000000.0,16104000000.0,18520000000.0,20228000000.0,17131000000.0
Beginning Cash Position,16104000000.0,18520000000.0,20228000000.0,17131000000.0,18756000000.0
Effect Of Exchange Rate Changes,114000000.0,56000000.0,-149000000.0,263000000.0,-141000000.0
Changes In Cash,483000000.0,-2472000000.0,-1559000000.0,2834000000.0,-1484000000.0
Financing Cash Flow,5149000000.0,5499000000.0,3420000000.0,7429000000.0,4002000000.0
Cash Flow From Continuing Financing Activities,5149000000.0,5499000000.0,3420000000.0,7429000000.0,4002000000.0
Net Other Financing Charges,6394000000.0,4646000000.0,3131000000.0,5862000000.0,4276000000.0
Proceeds From Stock Option Exercised,29000000.0,28000000.0,59000000.0,49000000.0,46000000.0
Cash Dividends Paid,-481000000.0,-491000000.0,-467000000.0,-469000000.0,-472000000.0
Common Stock Dividend Paid,-481000000.0,-491000000.0,-467000000.0,-469000000.0,-472000000.0
Net Common Stock Issuance,-250000000.0,-246000000.0,-254000000.0,-253000000.0,-251000000.0
Common Stock Payments,-250000000.0,-246000000.0,-254000000.0,-253000000.0,-251000000.0
Net Issuance Payments Of Debt,-859000000.0,923000000.0,460000000.0,292000000.0,-34000000.0
Net Short Term Debt Issuance,-110000000.0,266000000.0,-47000000.0,-40000000.0,15000000.0
Net Long Term Debt Issuance,-749000000.0,657000000.0,507000000.0,332000000.0,-49000000.0
Long Term Debt Payments,-1003000000.0,-191000000.0,-226000000.0,-454000000.0,-211000000.0
Long Term Debt Issuance,254000000.0,848000000.0,733000000.0,786000000.0,162000000.0
Investing Cash Flow,-5828000000.0,-5465000000.0,-7301000000.0,-5700000000.0,-5340000000.0
Cash Flow From Continuing Investing Activities,-5828000000.0,-5465000000.0,-7301000000.0,-5700000000.0,-5340000000.0
Net Other Investing Changes,-182000000.0,108000000.0,-107000000.0,17000000.0,100000000.0
Net Investment Purchase And Sale,-5800000000.0,-5439000000.0,-6357000000.0,-4197000000.0,-4612000000.0
Sale Of Investment,20991000000.0,21371000000.0,32453000000.0,25134000000.0,24947000000.0
Purchase Of Investment,-26791000000.0,-26810000000.0,-38810000000.0,-29331000000.0,-29559000000.0
Operating Cash Flow,1162000000.0,-2506000000.0,2322000000.0,1105000000.0,-146000000.0
Cash Flow From Continuing Operating Activities,1162000000.0,-2506000000.0,2322000000.0,1105000000.0,-146000000.0
Change In Working Capital,-2429000000.0,-4742000000.0,387000000.0,-1770000000.0,-2161000000.0
Change In Other Working Capital,-2441000000.0,-4162000000.0,439000000.0,-2377000000.0,-1396000000.0
Other Non Cash Items,-502000000.0,-507000000.0,-446000000.0,-554000000.0,-557000000.0
Depreciation And Amortization,482000000.0,-161000000.0,53000000.0,-41000000.0,-26000000.0
Operating Gains Losses,136000000.0,537000000.0,1684000000.0,1273000000.0,751000000.0
Earnings Losses From Equity Investments,-6000000.0,1000000.0,-18000000.0,-16000000.0,-4000000.0
Gain Loss On Investment Securities,142000000.0,536000000.0,1702000000.0,1289000000.0,755000000.0
Net Income From Continuing Operations,566000000.0,742000000.0,73000000.0,451000000.0,1171000000.0
