,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,-42863000.0,13929000.0,157042000.0,305494000.0,8770000.0
Repurchase Of Capital Stock,-104332000.0,-56316000.0,-146892000.0,-74912000.0,-68192000.0
Repayment Of Debt,-529768000.0,-471268000.0,-309010000.0,-457331000.0,-471151000.0
Issuance Of Debt,704696000.0,429516000.0,370900000.0,391388000.0,535971000.0
Capital Expenditure,-14095000.0,-13295000.0,-13525000.0,-11023000.0,-17890000.0
End Cash Position,83669000.0,71644000.0,77862000.0,91347000.0,96894000.0
Beginning Cash Position,71644000.0,77862000.0,91347000.0,96894000.0,67974000.0
Effect Of Exchange Rate Changes,1939000.0,730000.0,-2560000.0,784000.0,-2475000.0
Changes In Cash,10086000.0,-6948000.0,-10925000.0,-6331000.0,31395000.0
Financing Cash Flow,53756000.0,-20611000.0,-164765000.0,-311751000.0,24128000.0
Cash Flow From Continuing Financing Activities,53756000.0,-20611000.0,-164765000.0,-311751000.0,24128000.0
Net Other Financing Charges,29700000.0,116300000.0,-35546000.0,-127131000.0,72400000.0
Proceeds From Stock Option Exercised,397000.0,6383000.0,1235000.0,2129000.0,1053000.0
Cash Dividends Paid,-46937000.0,-45226000.0,-45452000.0,-45894000.0,-45953000.0
Common Stock Dividend Paid,-46937000.0,-45226000.0,-45452000.0,-45894000.0,-45953000.0
Net Common Stock Issuance,-104332000.0,-56316000.0,-146892000.0,-74912000.0,-68192000.0
Common Stock Payments,-104332000.0,-56316000.0,-146892000.0,-74912000.0,-68192000.0
Net Issuance Payments Of Debt,174928000.0,-41752000.0,61890000.0,-65943000.0,64820000.0
Net Short Term Debt Issuance,4077000.0,1336000.0,-1460000.0,-6293000.0,8070000.0
Short Term Debt Payments,-11219000.0,-480000.0,-1460000.0,-7081000.0,-1000.0
Short Term Debt Issuance,15296000.0,1816000.0,0.0,788000.0,8071000.0
Net Long Term Debt Issuance,170851000.0,-43088000.0,63350000.0,-59650000.0,56750000.0
Long Term Debt Payments,-518549000.0,-470788000.0,-307550000.0,-450250000.0,-471150000.0
Long Term Debt Issuance,689400000.0,427700000.0,370900000.0,390600000.0,527900000.0
Investing Cash Flow,-14902000.0,-13561000.0,-16727000.0,-11097000.0,-19393000.0
Cash Flow From Continuing Investing Activities,-14902000.0,-13561000.0,-16727000.0,-11097000.0,-19393000.0
Net Investment Purchase And Sale,-807000.0,-266000.0,-2945000.0,-74000.0,1584000.0
Net Business Purchase And Sale,0.0,0.0,-257000.0,0.0,-3087000.0
Purchase Of Business,0.0,0.0,-257000.0,0.0,-3087000.0
Net PPE Purchase And Sale,-14095000.0,-13295000.0,-13525000.0,-11023000.0,-17890000.0
Purchase Of PPE,-14095000.0,-13295000.0,-13525000.0,-11023000.0,-17890000.0
Operating Cash Flow,-28768000.0,27224000.0,170567000.0,316517000.0,26660000.0
Cash Flow From Continuing Operating Activities,-28768000.0,27224000.0,170567000.0,316517000.0,26660000.0
Change In Working Capital,-239744000.0,-45686000.0,105448000.0,170893000.0,-181385000.0
Change In Payables And Accrued Expense,-339392000.0,284219000.0,93094000.0,-114663000.0,-353157000.0
Change In Accrued Expense,27021000.0,-82509000.0,-30356000.0,524000.0,42061000.0
Change In Payable,-366413000.0,366728000.0,123450000.0,-115187000.0,-395218000.0
Change In Account Payable,-366413000.0,366728000.0,123450000.0,-115187000.0,-395218000.0
Change In Prepaid Assets,34389000.0,19051000.0,17971000.0,18920000.0,22490000.0
Change In Inventory,139035000.0,-168410000.0,-115125000.0,114351000.0,200224000.0
Change In Receivables,-73776000.0,-180546000.0,109508000.0,152285000.0,-50942000.0
Other Non Cash Items,-2319000.0,1377000.0,-3368000.0,4369000.0,-393000.0
Stock Based Compensation,6895000.0,6055000.0,4857000.0,4047000.0,5016000.0
Asset Impairment Charge,,,0.0,,
Depreciation Amortization Depletion,12129000.0,11987000.0,12119000.0,11570000.0,11043000.0
Depreciation And Amortization,12129000.0,11987000.0,12119000.0,11570000.0,11043000.0
Amortization Cash Flow,2165000.0,2147000.0,2183000.0,2313000.0,2113000.0
Amortization Of Intangibles,2165000.0,2147000.0,2183000.0,2313000.0,2113000.0
Depreciation,9964000.0,9840000.0,9936000.0,9257000.0,8930000.0
Operating Gains Losses,13000.0,-54000.0,-1454000.0,-63000.0,-60000.0
Earnings Losses From Equity Investments,13000.0,-54000.0,-27000.0,-63000.0,-60000.0
Net Income From Continuing Operations,194258000.0,53545000.0,37300000.0,125701000.0,192439000.0
